Nr. crt.,Adresa,Nr,Sector,Anul construirii,Regimul de inaltime,Numar de apartamente,Aria desfasurata,Anul Elaborarii Expertizei Tehnice,Expertul tehnic atestat pentru cerinţa esenţiala de calitate-rezistenţă mecanică şi stabilitate de către M.D.R.A.P.,Observatii,Clasa de risc seismic
67,Strada COLŢEI,52,Sector 3,1913,S+P+2E+Pod,3,896,1993,Armand NEFIAN,,1. CLASA I DE RISC SEISMIC
68,Strada CONSTANTIN BĂLĂCESCU,12,Sector 1,1890,S+P+1E+Ma,6,879,1993,Constantin ARIENESCU,,1. CLASA I DE RISC SEISMIC
69,Strada CONSTANTIN BĂLĂCESCU,28,Sector 1,1918,S+P+2E+Ma,4,361,1993,Constantin ARIENESCU,,1. CLASA I DE RISC SEISMIC
70,Strada CONSTANTIN MILLE (“TEATRUL MIC”),14÷16 (corp C: sala de spectacole + apartamente proprietate persoane fizice),Sector 1,1914÷1925,S+P+3E,8,680,2017,Andrei Dragoş MARCU,,1. CLASA I DE RISC SEISMIC
71,Strada CONSTANTINTIN SILVESTRI (fostă Strada SFINŢII APOSTOLI),1 (84),Sector 4,1930,S+P+2E+Ma,20,1.386,1994,Dan STANCIULESCU,,1. CLASA I DE RISC SEISMIC
72,Bulevardul CORNELIU COPOSU,39A,Sector Sector 3,aprox.1930,Ds+P+6E,,3.012,2019,Cătălin ȘTEFAN,,1. CLASA I DE RISC SEISMIC
73,Strada COSTACHE NEGRI,10,Sector 5,1932,Ds+P+1E,3,429,2015,Ionel BELGUN,Încadrare în clasă de risc seismic în anul 2015,1. CLASA I DE RISC SEISMIC
74,Strada D. I. MENDELEEV,26 (corp A),Sector 1,1864,S+P,2,542,1996,Adina SIMION,,1. CLASA I DE RISC SEISMIC
75,Strada D. I. MENDELEEV (colț cu Strada PIAȚA AMZEI),17 (15),Sector 1,1935,S+P+6E,44,4.579,1993,Emilian TITARU,CONSOLIDAT PARŢIAL ! Obiectiv de investiții preluat de Administrația Municipală pentru Consolidarea Clădirilor cu Risc Seismic de la Direcția Generală Investiții (P.M.B.) pentru finalizarea execuției lucrărilor de consolidare.,1. CLASA I DE RISC SEISMIC
76,Bulevardul DACIA,43 (fost 1),Sector 1,1930,S+P+5E+Ma,6,1.344,1997,Valentin GEORGESCU,,1. CLASA I DE RISC SEISMIC
77,Bulevardul DACIA,53 (fost 9),Sector 1,1938,S+P+8E,17,1.435,1997,Helmuth KOBER,,1. CLASA I DE RISC SEISMIC
78,Bulevardul DACIA,102,Sector 2,1936,S+P+4E+Ma,26,2.261,1993,Constantin ARIENESCU,,1. CLASA I DE RISC SEISMIC
79,Bulevardul DACIA (colț cu Strada STANISLAV CIHOVSCHI),37 (1),Sector 1,1930,S-P-2E-Ma,0,1.896,2013,Niculae TEODOR,Încadrare în clasă de risc seismic în anul 2013,1. CLASA I DE RISC SEISMIC
80,Strada DIANEI,2,Sector 2,aprox.1930,S+P+5E+Ma,,1.955,2019,Ionel BELGUN,Reexpertizat tehnic în anul 2019,1. CLASA I DE RISC SEISMIC
81,Strada DIANEI,5,Sector 2,1940,S+P+4E,9,1.509,1993,Adina SIMION,,1. CLASA I DE RISC SEISMIC
82,Strada DIMITRIE BOLINTINEANU,5,Sector 3,1936,P+6E,44,5.239,1994,Dan STANCIULESCU,,1. CLASA I DE RISC SEISMIC
83,Strada DIMITRIE ONCIUL,29,Sector 2,1936,S+P+2E+Ma,4,716,1993,Traian POPP. Mircea CONDRUT,,1. CLASA I DE RISC SEISMIC
84,Strada DIMITRIE SALMEN,28,Sector 2,1933,S+P+3E+Ma,12,1.104,1993,Constantin ARIENESCU,,1. CLASA I DE RISC SEISMIC
85,Strada DIONISIE LUPU,53,Sector 1,1937,P+7E,13,2.461,1994,Leonid NEAGOE,,1. CLASA I DE RISC SEISMIC
86,Strada DIONISIE LUPU,55,Sector 1,1936,P+5E+Ma,13,1.222,1993,Eugeniu IORDACHESCU,,1. CLASA I DE RISC SEISMIC
87,Strada DOAMNEI,3 (corp A+B),Sector 3,1890,P+3E+Ma; P+4E,26,4.04,1993,Voicu DORDEA,,1. CLASA I DE RISC SEISMIC
88,Strada DOAMNEI,5,Sector 3,1934,P+10E+Ma,25,3.93,1993,Gabriel NICULESCU,,1. CLASA I DE RISC SEISMIC
89,Strada DOINA,30 (corp 1+2),Sector 5,înainte de 1930,S+P,,38,2019,Cătălin ȘTEFAN,,1. CLASA I DE RISC SEISMIC
90,Strada DOMNIŢA ANASTASIA,5,Sector 5,1890,S+P+2E,5,1.53,1996,Vladimir AMBROZIE,Imobil propus pentru demolare,1. CLASA I DE RISC SEISMIC
91,"Calea DOROBANŢILOR (colț cu Bulevardul IANCU DE HUNEDOARA, Studio ""MARTIN"")","99 (37A, corp A+B)",Sector 1,1935,S+P+6E; S+P+6E,24,2.602,2008,Gabriel SERBAN,Încadrare în clasă de risc seismic în anul 2008,1. CLASA I DE RISC SEISMIC
92,Strada DROBETA,3÷5,Sector 2,1946,S+P+5E+Ma,5,2.485,2002,Adina SIMION,,1. CLASA I DE RISC SEISMIC
93,Strada EFORIEI,8,Sector 5,1940,S+P+8E+Ma,58,5.917,1996,Constantin TARHON,,1. CLASA I DE RISC SEISMIC
94,Strada ELENA CUZA,10 (corp A+B+C),Sector 4,1910,S+P; S+P+Mz; S+P,3,333,1993,Alexandru BRANZEI,,1. CLASA I DE RISC SEISMIC
95,Strada Emanoil Bacaloglu,2 (Corp C3),Sector 2,1936,P+1E,C3- magazie dezafectata,-,2018,Mihai Voiculescu,,1. CLASA I DE RISC SEISMIC
96,Strada EPISCOPUL CHESARIE,18,Sector 4,1890,S+P+2E+Ma,11,1.125,1993,Dan STANCIULESCU,,1. CLASA I DE RISC SEISMIC
97,Strada EUGENIU CARADA (imobil cu destinația de birouri – INSTITUȚIA AVOCATUL POPORULUI),3,Sector 3,1912,S-P-2E+Ma,0,692,2017,Rodica VASILESCU,Încadrare în clasă de risc seismic în anul 2017,1. CLASA I DE RISC SEISMIC
98,Strada FELICIA RACOVIŢĂ,5,Sector 5,1900; 1939,S+P+1E+Ma S+P+2E+Ma,8,1.179,1995,Mircea IEREMIA,,1. CLASA I DE RISC SEISMIC
99,Bulevardul FERDINAND I,87,Sector 2,1933,S+P+3E,8,708,1993,Mircea CONDRUT,,1. CLASA I DE RISC SEISMIC
100,Calea FLOREASCA,145,Sector 1,1936,S+P+2E+Ma,5,1.039,1993,Armand NEFIAN,,1. CLASA I DE RISC SEISMIC
101,Strada FLUIERULUI,17÷17B,Sector 2,1934,S+P+2E,16,1.649,1993,Dan STANCIULESCU,,1. CLASA I DE RISC SEISMIC
102,Strada FRANCEZĂ,6 (corp A+B),Sector 3,1869,S+P+2E+Ma S+P+Mz+2E,4,970,1993,Voicu DORDEA,,1. CLASA I DE RISC SEISMIC
103,Strada FRANCEZĂ,8,Sector 3,1870,P+2E,5,1.134,1993,Voicu DORDEA,,1. CLASA I DE RISC SEISMIC
104,Strada FRANCEZĂ,9 (corp A+B),Sector 3,1910,S+P+6E,45,4.356,1993,Nicolae ALEMAN,,1. CLASA I DE RISC SEISMIC
105,Strada FRANCEZĂ,14,Sector 3,1869,S+P+3E,3,488,2013,Mircea MIRONESCU,Încadrare în clasă de risc seismic în anul 2013,1. CLASA I DE RISC SEISMIC
106,Strada FRANCEZĂ,20 (corp A+B),Sector 3,1880,S+P+1E;S+P+2E+Ma,6,747,1993,Emil COROIU,,1. CLASA I DE RISC SEISMIC
107,Strada FRANCEZĂ,30,Sector 3,1870,S+P+2E+Ma,23,2.622,1993,Nicolae MIHAILESCU,,1. CLASA I DE RISC SEISMIC
108,Strada FRANCEZĂ,32,Sector 3,aprox. 1875,S+P+1E,,450,2019,Cătălin ȘTEFAN,Reîncadrat in clasa I de risc seismic în anul 2019,1. CLASA I DE RISC SEISMIC
109,Strada FRANCEZĂ,36,Sector 3,1875,S+P+2E; S+P+3E,5,663,1993,Voicu DORDEA,,1. CLASA I DE RISC SEISMIC
110,Strada FRANCEZĂ,5,Sector 3,aprox. 1940,S+P+1E,,247,2019,Ionel BELGUN,,1. CLASA I DE RISC SEISMIC
111,Strada FRANCEZĂ / Strada HALELOR,52 / 1,Sector Sector 3,1932-1934,S+P+5E+Ma,37,6.877,2018,Dumitru POPESCU,Reexpertizate tehnic în anul 2018,1. CLASA I DE RISC SEISMIC
112,Strada GABROVENI,22,Sector 3,1870,S+P+1E,10,1.29,2019,Cătălin ȘTEFAN,Reîncadrat in clasa I de risc seismic în anul 2019,1. CLASA I DE RISC SEISMIC
113,Strada GABROVENI,59,Sector 3,1924,S+P+2E+Ma,1,160,1993,Alexandru PROGRESEANU,,1. CLASA I DE RISC SEISMIC
114,Strada GABROVENI,18,Sector 3,1885,S+P+1E,0,1.164,2019,Cătălin ȘTEFAN,Încadrat in clasa I de risc seismic în anul 2019,1. CLASA I DE RISC SEISMIC
115,Strada GABROVENI (colț cu Strada COVACI),12 (7),Sector 3,1924,S+P+4E,12,5.734,1993,Ioan VARSA,,1. CLASA I DE RISC SEISMIC
116,Strada GĂRII DE NORD,"6÷8 (bloc A, corp principal, sc.2+3+4+5+6)",Sector 1,1959,S+P+9E,351,10.75,2001,Emilian TITARU,Corpul anexă este încadrat în clasa de risc seismic RsIII; scara 1 este încadrată în clasa de risc seismic RsII,1. CLASA I DE RISC SEISMIC
117,Strada GEORGE ENESCU,5 (corp B+C),Sector 1,1910,P+2E,3,800,2007/2010,Barbu VIERESCU,Încadrare în clasă de risc seismic în anii 2007 / 2010; corpurile B şi C propuse pentru demolare,1. CLASA I DE RISC SEISMIC
118,Strada GEORGE ENESCU,21,Sector 1,1932,S+P+5E+Ma,12,1.331,1999,Marin TEODOR,,1. CLASA I DE RISC SEISMIC
119,Bulevardul GHEORGHE MAGHERU,22,Sector 1,1936,S+P+6E+Ma,28,3.625,1995,Valentin GEORGESCU,,1. CLASA I DE RISC SEISMIC
120,Bulevardul GHEORGHE MAGHERU (Cinematograful „STUDIO”),29,Sector 1,1945,S1+S2+P+Mz+7E+Ma,24,6.344,1994,Ion NEGESCU,,1. CLASA I DE RISC SEISMIC
121,Bulevardul GHEORGHE MAGHERU (Librăria „PAPIRUS”),27,Sector 1,1935,S+P+Mz+7E,,7.363,2018,Dumitru POPESCU,Reexpertizat tehnic în anul 2018,1. CLASA I DE RISC SEISMIC
122,Bulevardul GHEORGHE MAGHERU (Cinematograful „PATRIA”),12÷14,Sector 1,1929 1931,S+P+7E S+P+9E,54,14.665,1993,Mihai NAVODARIU,,1. CLASA I DE RISC SEISMIC
123,Bulevardul GHEORGHE MAGHERU (Garaj „CICLOP”),6÷8,Sector 1,1928,S+P+6E,0,4.437,2016,Gabriel NICULESCU,Încadrare în clasă de risc seismic în anul 2016,1. CLASA I DE RISC SEISMIC
124,Strada GINA PATRICHI (fostă Strada ORLANDO),5,Sector 1,1906,S+P+1E+Ma,4,430,1993,Armand NEFIAN,,1. CLASA I DE RISC SEISMIC
125,Strada GINA PATRICHI (fostă Strada ORLANDO),6A,Sector 1,1922,S+P+2E,8,794,1993,Armand NEFIAN,,1. CLASA I DE RISC SEISMIC
126,Șoseaua GIURGIULUI,38 (corp A+B),Sector 4,1937,S+P+2E,8,756,1993,Cristian BALAN,,1. CLASA I DE RISC SEISMIC
127,Strada GRIGORE ALEXANDRESCU,70,Sector 1,1931,S+P+1E; S+P+4E,9,1.395,1994,Dan CAPATANA,,1. CLASA I DE RISC SEISMIC
128,Strada GRIGORE COBĂLCESCU,6,Sector 1,1903,S+P+3E,11,2.283,1994,Adina SIMION,,1. CLASA I DE RISC SEISMIC
129,Strada GRIGORE COBĂLCESCU,16,Sector 1,1895,S+P+1E+Ma,2,659,1993,Armand NEFIAN,,1. CLASA I DE RISC SEISMIC
130,Strada GRIGORE COBĂLCESCU,27,Sector 1,1905,S+P+2E,7,739,1993,Armand NEFIAN,,1. CLASA I DE RISC SEISMIC
131,Strada GRIGORE COBĂLCESCU,30,Sector 1,1907,S+P+2E+Ma,3,682,1993,Armand NEFIAN,,1. CLASA I DE RISC SEISMIC
132,Strada GRIGORE COBĂLCESCU,38,Sector 1,1935,S+P+2E+Ma,8,1.083,1994,Emil COROIU,,1. CLASA I DE RISC SEISMIC
133,Strada GRIGORE COBĂLCESCU,41 (corp B),Sector 1,1929,S+P+4E,10,2.35,1995,Vladimir AMBROZIE,,1. CLASA I DE RISC SEISMIC
134,Strada GRIGORE COBĂLCESCU,43A (corp B),Sector 1,1927,P+2E+M,6,872,1993,Armand NEFIAN,,1. CLASA I DE RISC SEISMIC
135,Strada GRIGORE COBĂLCESCU,51,Sector 1,1930,S+P+2E+Ma,4,828,1993,Ion LUNGU,,1. CLASA I DE RISC SEISMIC
136,Calea GRIVIŢEI,33,Sector 1,1930,P+7E+Ma,24,3.683,1995,Alexandrina PRETORIAN,,1. CLASA I DE RISC SEISMIC
137,Calea GRIVIŢEI,39,Sector 1,1940,S+P+6E,0,,2014,Dan CAPATANA,Încadrare în clasă de risc seismic în anul 2014,1. CLASA I DE RISC SEISMIC
138,Calea GRIVIŢEI,103 (corp A+B+C),Sector 1,1904,S+P+1E; S+P,10,596,1993,Aurel COMANESCU,,1. CLASA I DE RISC SEISMIC
139,Calea GRIVIŢEI,107÷109 (corp A),Sector 1,1934,S+P+4E+Ma,24,2.885,1996,Stere CARACOTI,,1. CLASA I DE RISC SEISMIC
140,Calea GRIVIŢEI,125,Sector 1,1915,S+P+2E,4,1.054,1993,Horia DUGAN,,1. CLASA I DE RISC SEISMIC
141,Calea GRIVIŢEI,127 (corp B+C),Sector 1,1900,S+P+1E,10,582,1993,Aurel COMANESCU,,1. CLASA I DE RISC SEISMIC
142,Calea GRIVIŢEI,238,Sector 1,1960,S+P+8E,136,11.568,1996,Nicolae ALEMAN,,1. CLASA I DE RISC SEISMIC
143,Strada HALELOR,3,Sector 3,1898,S+P+1E+Ma,3,716,1993,Dan POPESCU,,1. CLASA I DE RISC SEISMIC
144,Bulevardul HRISTO BOTEV,14,Sector 3,1925,S+P+3E+Ma,6,1.41,1993,Alexandru PROGRESEANU,,1. CLASA I DE RISC SEISMIC
145,Strada IACOB FELIX,12,Sector 1,1919,S+P+2E+Ma,7,1.007,1993,Aurel COMANESCU,,1. CLASA I DE RISC SEISMIC
146,Strada IACOB NEGRUZZI,32,Sector 1,1890,S+P+2E,7,746,1997,Ovidiu GEORGESCU,,1. CLASA I DE RISC SEISMIC
147,Strada ILARIE CHENDI,17 (corp A+B),Sector 2,1930,S+P+1E; S+P+1E,6,790,1993,Mircea CONDRUT,,1. CLASA I DE RISC SEISMIC
148,Strada IOAN BUDAI DELEANU,2,Sector 4,1935,S+P+2E+Ma,8,1.011,1993,Traian POPP,,1. CLASA I DE RISC SEISMIC
149,Strada IOAN FILITTI,6,Sector 3,1930,P+5E+Ma,12,1.69,1993,Gheorghe DRUGEA,,1. CLASA I DE RISC SEISMIC
150,Strada ION ANDREESCU,5,Sector 2,1940,S+P+1E+Ma,4,339,1993,Mircea CONDRUT,,1. CLASA I DE RISC SEISMIC
151,Strada ION ANDREESCU,24,Sector 2,1932,S+P+2E,4,585,1993,Dan STANCIULESCU,,1. CLASA I DE RISC SEISMIC
152,Strada ION ANDREESCU,26A,Sector 2,1932,S+P+3E,10,667,1993,Dan STANCIULESCU,,1. CLASA I DE RISC SEISMIC
153,Strada ION BREZOIANU,6,Sector 5,1936,S+P+8E,29,1.465,1995,Alexandrina PRETORIAN,,1. CLASA I DE RISC SEISMIC
154,Strada ION BREZOIANU,38,Sector 1,1935,S+P+5E,9,1.542,1995,Mihai URSACHESCU,,1. CLASA I DE RISC SEISMIC
155,Strada ION BREZOIANU,38A,Sector 1,1936,S+P+6E,12,2.599,1993,Silvia CARAMAN,,1. CLASA I DE RISC SEISMIC
156,Strada ION BREZOIANU,46,Sector 1,1948,Ds+P+5E,31,3.237,2011,Mihai URSACHESCU,,1. CLASA I DE RISC SEISMIC
157,Strada ION CÂMPINEANU,9,Sector 1,1937,S+P+6E+Ma,17,1.87,1995,Valentin GEORGESCU,CONSOLIDAT PARŢIAL !,1. CLASA I DE RISC SEISMIC
158,Strada ION CÂMPINEANU,12,Sector 1,1925,S+P+6E,18,1.909,2007,Gabriel NICULESCU,,1. CLASA I DE RISC SEISMIC
159,Strada ION CÂMPINEANU,22,Sector 1,1938,S+P+8E,59,1.583,1996,Constantin TARHON,,1. CLASA I DE RISC SEISMIC
160,Strada ION FLORESCU,21 (corp A+B+C+D+E),Sector 3,1928,S+P+2E+Ma S+P+2E+Ma,14,2.608,1993,Armand NEFIAN,,1. CLASA I DE RISC SEISMIC
161,Strada ION GHICA (Cinematograful „PRO”),3,Sector 3,1938,P+8E,53,5.835,1993,Mariana STOENESCU; Emilian TITARU,,1. CLASA I DE RISC SEISMIC
162,Strada ION LUCA CARAGIALE,28,Sector 2,1933,S+P+4E,11,1.334,1993,Adina SIMION,,1. CLASA I DE RISC SEISMIC
163,Intrarea ITALIANA,4,Sector 2,1932,S+P+3E+Ma,4,832,1993,Adina SIMION,,1. CLASA I DE RISC SEISMIC
164,Strada IVO ANDRIC,4,Sector 3,1910,S+P+2E+Ma,20,1.476,2012,Mihai URSACHESCU,Încadrare în clasă de risc seismic în anul 2012,1. CLASA I DE RISC SEISMIC
165,Strada JEAN LOUIS CALDERON,22,Sector 2,1940,S+P+4E,10,1.108,1993,Adina SIMION,,1. CLASA I DE RISC SEISMIC
166,Strada JEAN LOUIS CALDERON,36,Sector 2,1930,S+P+4E+Ma,34,3.568,1993,Mihai URSACHESCU,,1. CLASA I DE RISC SEISMIC
167,Strada JEAN LOUIS CALDERON,59,Sector 2,1935,S+P+Mz+7E,19,3.706,1993,Emilian ŢIŢARU,CONSOLIDAT PARŢIAL ! Obiectiv de investiții preluat de Administrația Municipală pentru Consolidarea Clădirilor cu Risc Seismic de la Direcția Generală Investiții (P.M.B.) pentru finalizarea execuției lucrărilor de consolidare.,1. CLASA I DE RISC SEISMIC
168,Strada JEAN LOUIS CALDERON,61,Sector 2,1930,P+5E,13,2.404,1993,Alexandrina PRETORIAN.Dan STANCIULESCU,,1. CLASA I DE RISC SEISMIC
169,Strada JEAN LOUIS CALDERON („TEATRUL FOARTE MIC”),2,Sector 2,1910,S+P+Mz+5E,22,3.745,1993,Mihai URSACHESCU; Dan STANCIULESCU,,1. CLASA I DE RISC SEISMIC
170,Strada JOLIOT FREDERIC CURIE,15,Sector 5,1935,Ds+P+2E+Ma,8,210,2016,Nicolae ROŞCA,Încadrare în clasă de risc seismic în anul 2016,1. CLASA I DE RISC SEISMIC
171,Strada JOSEPH LISTER,11,Sector 5,1932,S+P+2E+Ma,4,538,1997,Iorgu NICULA,,1. CLASA I DE RISC SEISMIC
172,Strada JULES MICHELET,1,Sector 1,1937,P+7E+Ma,17,2.065,1996,Nicolae GHITA,,1. CLASA I DE RISC SEISMIC
173,Strada JUSTIŢIEI,29 (corp A+B),Sector 4,1920,S+P; S+P+2E,9,529,1993,Rodica ANGELESCU,,1. CLASA I DE RISC SEISMIC
174,Strada LABIRINT,31,Sector 3,1930,S+P,2,320,1993,Mircea CONDRUT,,1. CLASA I DE RISC SEISMIC
175,Bulevardul LASCĂR CATARGIU,44,Sector 1,1910,Sp+D+P+1E+Ma,8,1.386,2017,Şerban PĂUNESCU,,1. CLASA I DE RISC SEISMIC
176,Strada LEONIDA VARNALI,17,Sector 1,1913,S+P+2E,2,449,1997,Radu DIAMANDOPOL,,1. CLASA I DE RISC SEISMIC
177,Strada LIPSCANI,12,Sector 3,1898,S+P+4E,44,3.36,1993,Radu PETROVICI,,1. CLASA I DE RISC SEISMIC
178,Strada LIPSCANI,21,Sector 3,1884,S+P+2E,24,3.171,1993,Dan POPESCU,,1. CLASA I DE RISC SEISMIC
179,Strada LIPSCANI,29,Sector 3,1934,S+P+7E,2,3.438,1993,Ion VARSA,,1. CLASA I DE RISC SEISMIC
180,Strada LIPSCANI,31÷33,Sector 3,1934,S+P+4E,2,3.438,1993,Ion VARSA,,1. CLASA I DE RISC SEISMIC
181,Strada LIPSCANI,45,Sector 3,1880,S+P+1E+Ma,2,2.7,1993,Dan POPESCU,,1. CLASA I DE RISC SEISMIC
182,Strada LIPSCANI,47,Sector 3,1880,S+P+1E,2,520,1993,Dan POPESCU,,1. CLASA I DE RISC SEISMIC
183,Strada LIPSCANI,57,Sector 3,1890,S+P+2E,1,795,1993,Şerban ALTENLIU,,1. CLASA I DE RISC SEISMIC
184,Strada LIPSCANI,61,Sector 3,1894,S+P+2E,2,600,1993,Ion VARSA,,1. CLASA I DE RISC SEISMIC
185,Strada LIPSCANI,94,Sector 3,1930,P+5E,16,2.017,1993,Stelian ALTENLIU,,1. CLASA I DE RISC SEISMIC
186,Strada Lipscani,70,Sector 3,perioada interbelică,S+P+1E,,481,2019,Ionel BELGUN,,1. CLASA I DE RISC SEISMIC
187,Strada Lipscani,75,Sector 3,1900,P+1E,,110,2019,Ionel BELGUN,,1. CLASA I DE RISC SEISMIC
188,Strada LIPSCANI,33 (corp A+B),Sector 3,1930 / 1970,S+P+4E,,3.6,2019,Cătălin ȘTEFAN,,1. CLASA I DE RISC SEISMIC
189,Strada LIPSCANI (Librăria „GEORGE COŞBUC”),26,Sector 3,1884,S+P+2E+Ma,1,2.371,1993,Mariana STOENESCU,,1. CLASA I DE RISC SEISMIC
190,Strada LIZEANU,18,Sector 2,1910,S+P,0,181,1993,Constantin DALBAN,,1. CLASA I DE RISC SEISMIC
191,Strada LIZEANU,19A,Sector 2,1930,S+P+2E,7,545,1993,Eugeniu IORDACHESCU,,1. CLASA I DE RISC SEISMIC
192,Strada LOGOFĂTUL LUCA STROICI,1,Sector 2,1949,S+P+8E,17,2.375,1993,Radu PETROVICI,,1. CLASA I DE RISC SEISMIC
193,Strada LOGOFĂTUL LUCA STROICI,7,Sector 2,1935,P,1,206,1993,Constantin BALAN,,1. CLASA I DE RISC SEISMIC
194,Strada LONDRA,16÷20,Sector 1,1924,S+P+4E+Ma,104,10.322,1993,Alexandru PROGRESEANU Mariana STOENESCU,,1. CLASA I DE RISC SEISMIC
195,Strada LUNEI,2,Sector 2,1934,S+P+2E,3,430,1993,Ion LUNGU,,1. CLASA I DE RISC SEISMIC
196,Strada LUNEI,8,Sector 2,1929,S+P+2E,3,614,1993,Mircea CONDRUT,,1. CLASA I DE RISC SEISMIC
197,Strada MÂNTULEASA,42,Sector 2,1932,P+7E,30,4.232,1993,Gabriel NICULESCU,,1. CLASA I DE RISC SEISMIC
198,Strada MARIA ROSETTI,10,Sector 2,1946,S+P+7E,34,2.738,1996,Nicolae CONSTANTINESCU,,1. CLASA I DE RISC SEISMIC
199,Strada MARIA ROSETTI,53,Sector 2,1914,S+P+2E,7,1.887,1997,Grigore ARSENIE,,1. CLASA I DE RISC SEISMIC
200,Strada MĂTĂSARI,12 (corp A+B),Sector 2,1930,S+P+1E+Ma; S+P,4,310,1993,Ion LUNGU,,1. CLASA I DE RISC SEISMIC
201,Strada MĂTĂSARI,44 (corp C1+C2),Sector 2,începutul sec. XX,S+P+1E / P,,347,2019,Ionel BELGUN,,1. CLASA I DE RISC SEISMIC
202,Strada MATEI BASARAB,31 (corp A+B),Sector 3,1930,S+P,,185,1993,Mircea CONDRUT,,1. CLASA I DE RISC SEISMIC
203,Strada MATEI VOIEVOD,18,Sector 2,1940,S+P+2E+Ma,3,736,1993,Ion LUNGU,,1. CLASA I DE RISC SEISMIC
204,Strada MIHAI EMINESCU,37 (corp B),Sector 1,1928,S+P+2E,9,948,1993,Eugeniu IORDACHESCU,,1. CLASA I DE RISC SEISMIC
205,Strada MIHAI EMINESCU,159,Sector 2,1933,S+P+3E,6,890,1995,Armand NEFIAN,,1. CLASA I DE RISC SEISMIC
206,Strada MIHAI EMINESCU,173,Sector 2,1895,S+P+2E+Ma,7,465,1993,Dan STANCIULESCU,,1. CLASA I DE RISC SEISMIC
207,Strada MIHAI VODĂ,13,Sector 5,aprox.1935,S PARTIAL+P+4E,,1.624,2019,Ionel BELGUN,Reexpertizat tehnic în anul 2019,1. CLASA I DE RISC SEISMIC
208,Strada MIHAI VODĂ,15,Sector 5,1914,S+P+6E,15,1.878,1997,Niculae TUDOSE,,1. CLASA I DE RISC SEISMIC
209,Bulevardul MIHAIL KOGĂLNICEANU,15÷17,Sector 5,1920,S+P+3E+Ma,8,1.33,1993,Dan STANCIULESCU,,1. CLASA I DE RISC SEISMIC
210,Bulevardul MIHAIL KOGĂLNICEANU,23 (fost 77),Sector 5,1890,S+P+2E+Ma,10,1.1,1996,Silvia CARAMAN,,1. CLASA I DE RISC SEISMIC
211,Bulevardul MIHAIL KOGĂLNICEANU,29 (fost 83),Sector 5,1935,S+P+3E+Ma,22,2.07,2011,Nicolae GHITA,Încadrare în clasă de risc seismic în anul 2011,1. CLASA I DE RISC SEISMIC
212,Bulevardul MIHAIL KOGĂLNICEANU,30 (corp A+B),Sector 5,1922,S+P+4E+Ma S+P+2E+Ma,37,4.501,1993,Gabriel NICULESCU,,1. CLASA I DE RISC SEISMIC
213,Bulevardul MIHAIL KOGĂLNICEANU,43,Sector 5,1937,P+7E,16,1.74,1998,Mihai URSACHESCU,,1. CLASA I DE RISC SEISMIC
214,Bulevardul MIHAIL KOGĂLNICEANU,49,Sector 5,1938,P+7E,83,2.59,1998,Mihai URSACHESCU,,1. CLASA I DE RISC SEISMIC
215,Bulevardul MIHAIL KOGĂLNICEANU,51,Sector 5,1929,S+P+7E,43,7.353,1993,Corneliu NICUT,,1. CLASA I DE RISC SEISMIC
216,Strada MIHAIL MOXA,14,Sector 1,1890,S+P+Ma,0,795,1993,Constantin ARIENESCU,,1. CLASA I DE RISC SEISMIC
217,Strada MIHAIL MOXA,18,Sector 1,1880,S+P+1E,0,760,1993,Constantin ARIENESCU,,1. CLASA I DE RISC SEISMIC
218,Strada MIRCEA VULCĂNESCU,12,Sector 1,1917,S+P+2E+Pod,3,362,2017,Dinu CIUBOTARIU,,1. CLASA I DE RISC SEISMIC
219,Strada MIRCEA VULCĂNESCU,32A,Sector 1,1900,S+P+2E+Ma,8,856,1994,Radu DIAMANDOPOL,,1. CLASA I DE RISC SEISMIC
220,Strada MIRCEA VULCĂNESCU,66,Sector 1,1930,S+P+2E+Ma,5,520,1996,Nicolae CONSTANTINESCU,,1. CLASA I DE RISC SEISMIC
221,Strada MIRCEA VULCĂNESCU,74,Sector 1,1935,S+P+3E+Ma,5,839,1995,Ovidiu GEORGESCU,,1. CLASA I DE RISC SEISMIC
222,Aleea MODROGAN (MINISTERUL AFACERILOR EXTERNE),14 (tronson I),Sector 1,1949÷1952,S+P+3E+Pod,0,3.24,2011,Traian POPP,,1. CLASA I DE RISC SEISMIC
223,Calea MOŞILOR,96,Sector 2,1900,S+P+5E+Ma,11,1.803,1993,Ioan VÎRSA,,1. CLASA I DE RISC SEISMIC
224,Calea MOŞILOR,131,Sector 2,1938,S+P+5E+Ma,29,2.028,1993,Dan STANCIULESCU,,1. CLASA I DE RISC SEISMIC
225,Calea MOŞILOR,149,Sector 2,aprox.1934,Ds+P+3E+Ma,,1.084,2019,Ionel BELGUN,Reexpertizat tehnic în anul 2019,1. CLASA I DE RISC SEISMIC
226,Calea MOŞILOR,74,Sector 2,1890,S+P+1E+Ma,,680,2019,Cătălin ȘTEFAN,Încadrat in clasa I de risc seismic în anul 2019,1. CLASA I DE RISC SEISMIC
227,Calea MOȘILOR,84,Sector 3,aprox. 1864,S+P+1E,,1.348,2019,Ionel BELGUN,,1. CLASA I DE RISC SEISMIC
228,Calea MOŞILOR,82,Sector Sector 3,aprox.1890,S PARTIAL+P+1E,,1.276,2019,Ionel BELGUN,Reexpertizat tehnic în anul 2019,1. CLASA I DE RISC SEISMIC
